threshold,value_share_pct
2.5,35.98621702176586
2.575,35.068008748261114
2.6500000000000004,32.6038575937833
2.6950000000000003,32.56987214032325
2.7250000000000005,32.56662554725533
2.8000000000000003,32.3044323710072
2.875,25.14873752954665
2.89,25.12999138438322
2.95,25.068323107479277
3.0250000000000004,24.428877454419577
3.0850000000000004,23.739904944149743
3.1,23.736764095482595
3.175,23.52158702334599
3.25,23.445683043188318
3.28,23.44411456375212
3.325,23.34262420165025
3.4000000000000004,23.32165625899517
3.4750000000000005,23.12666155071256
3.5500000000000003,22.948797712943787
3.625,22.873120857749136
3.67,22.854685285649797
3.7000000000000006,22.79928770634553
3.775,22.732297653709505
3.85,22.611588723579366
3.865,22.54959215001864
3.925,22.352461750920703
4.0,21.695768084378827
4.06,21.654515542084457
4.075,21.26474712374609
4.15,21.030095122319565
4.2250000000000005,21.013153921700415
4.255000000000001,20.79972372483616
4.300000000000001,20.68372864965096
4.375,20.45618176932352
4.45,20.431441438069847
4.525,20.388054051170084
4.6,20.06639396097043
4.6450000000000005,20.001624341118937
4.675,19.93732371615476
4.75,19.850779027259406
4.825,19.81481316248697
4.84,19.81296189776556
4.9,19.670255254188056
4.9750000000000005,19.540047210911865
5.035,19.49633669313155
5.050000000000001,19.49633669313155
5.125,18.892323476183368
5.2,18.833368177429477
5.23,18.818560215821005
5.275,18.800500890267397
5.3500000000000005,17.958276494245705
5.425,17.93485789164907
5.425000000000001,17.93485789164907
5.5,17.86529587054371
5.575,17.766250167430748
5.62,17.755923279611757
5.65,17.61394475631046
5.7250000000000005,17.570575610749504
5.800000000000001,17.499695486964846
5.815,16.87452410481669
5.875,16.72816407882343
5.95,16.667679572774368
6.01,16.463249525571946
6.025,16.462940067925288
6.1000000000000005,16.224987774062857
6.175,16.125206520612842
6.205,16.123597906139594
6.25,15.88785640172969
6.325,15.542661476561277
6.4,15.453488571791455
6.4750000000000005,15.202968575581492
6.550000000000001,15.188887368719028
6.595000000000001,15.18401410210697
6.625,15.181467376135378
6.7,15.117102705428897
6.775,15.084541244978368
6.79,15.080615526660669
6.8500000000000005,15.069585379292985
6.925000000000001,14.939526823977332
6.984999999999999,14.932199870938566
7.000000000000001,14.911372490425356
7.075000000000001,14.880977889207
7.15,14.631111049693278
7.180000000000001,14.62838179615335
7.225,14.620052613742027
7.300000000000001,14.558452636784171
7.375,14.55071327188459
7.375000000000001,14.55071327188459
7.450000000000001,14.366963354566096
7.525000000000001,14.33478385983289
7.5699999999999985,14.334155070581104
7.600000000000001,14.27899364422568
7.675000000000002,13.866488882479873
7.75,13.538437664250337
