mineral_group,share_of_layer_affected_value_pct
Copper,2.208713163261512
Nickel,38.08016476299056
PGM,24.67995757937748
RareEarth,9.08750112863824
Aluminium,2.962068554988963
Manganese,0.6083756805388018
Other,22.373219130204436
